NON_TARGET		0.5	5	5
NON_TARGET	Y	0.296803652968037	65	154
TARGET	Y	0.333333333333333	46	92
TARGET		0.263736263736264	24	67
BONE		0.236842105263158	9	29
BONE	Y	0.319371727748691	61	130
RECTAL		0.300884955752212	68	158
RECTAL	Y	0.666666666666667	2	1
LYMPH_NODES	Y	0.308270676691729	41	92
LYMPH_NODES		0.302083333333333	29	67
KIDNEYS		0.302222222222222	68	157
KIDNEYS	Y	0.5	2	2
LUNGS		0.309644670050761	61	136
LUNGS	Y	0.28125	9	23
LIVER		0.281407035175879	56	143
LIVER	Y	0.466666666666667	14	16
PLEURA		0.303571428571429	68	156
PLEURA	Y	0.4	2	3
OTHER		0.305309734513274	69	157
OTHER	Y	0.333333333333333	1	2
PROSTATE		0.306603773584906	65	147
PROSTATE	Y	0.294117647058824	5	12
ADRENAL		0.301801801801802	67	155
ADRENAL	Y	0.428571428571429	3	4
BLADDER		0.306306306306306	68	154
BLADDER	Y	0.285714285714286	2	5
SOFT_TISSUE		0.30316742081448	67	154
SOFT_TISSUE	Y	0.375	3	5
ABDOMINAL		0.307692307692308	68	153
ABDOMINAL	Y	0.25	2	6
ORCHIDECTOMY		0.308823529411765	63	141
ORCHIDECTOMY	Y	0.28	7	18
PROSTATECTOMY		0.321212121212121	53	112
PROSTATECTOMY	Y	0.265625	17	47
TURP		0.292079207920792	59	143
TURP	Y	0.407407407407407	11	16
LYMPHADENECTOMY		0.304761904761905	64	146
LYMPHADENECTOMY	Y	0.315789473684211	6	13
BILATERAL_ORCHIDECTOMY		0.303317535545024	64	147
BILATERAL_ORCHIDECTOMY	Y	0.333333333333333	6	12
PRIOR_RADIOTHERAPY		0.315217391304348	29	63
PRIOR_RADIOTHERAPY	Y	0.299270072992701	41	96
ANALGESICS		0.28476821192053	43	108
ANALGESICS	YES	0.346153846153846	27	51
ANTI_ANDROGENS	YES	0.29951690821256	62	145
ANTI_ANDROGENS		0.363636363636364	8	14
GLUCOCORTICOID		0.328	41	84
GLUCOCORTICOID	YES	0.278846153846154	29	75
GONADOTROPIN	YES	0.294685990338164	61	146
GONADOTROPIN		0.409090909090909	9	13
BISPHOSPHONATE		0.307086614173228	39	88
BISPHOSPHONATE	YES	0.303921568627451	31	71
CORTICOSTEROID		0.305309734513274	69	157
CORTICOSTEROID	YES	0.333333333333333	1	2
IMIDAZOLE		0.320197044334975	65	138
IMIDAZOLE	YES	0.192307692307692	5	21
ACE_INHIBITORS		0.311827956989247	58	128
ACE_INHIBITORS	YES	0.27906976744186	12	31
BETA_BLOCKING		0.306818181818182	54	122
BETA_BLOCKING	YES	0.30188679245283	16	37
HMG_COA_REDUCT	YES	0.425925925925926	23	31
HMG_COA_REDUCT		0.268571428571429	47	128
ESTROGENS		0.317307692307692	66	142
ESTROGENS	YES	0.19047619047619	4	17
CEREBACC		0.302222222222222	68	157
CEREBACC	Y	0.5	2	2
CHF		0.308370044052863	70	157
CHF	Y	0		2
DVT		0.3125	70	154
DVT	Y	0		5
DIAB	Y	0.363636363636364	12	21
DIAB		0.295918367346939	58	138
GASTREFL		0.308755760368664	67	150
GASTREFL	Y	0.25	3	9
MI		0.294930875576037	64	153
MI	Y	0.5	6	6
PUD		0.306666666666667	69	156
PUD	Y	0.25	1	3
PULMEMB		0.303964757709251	69	158
PULMEMB	Y	0.5	1	1
PATHFRAC		0.307017543859649	70	158
PATHFRAC	Y	0		1
COPD	Y	0.375	3	5
COPD		0.30316742081448	67	154
MHBLOOD		0.295	59	141
MHBLOOD	YES	0.379310344827586	11	18
MHCARD		0.286516853932584	51	127
MHCARD	YES	0.372549019607843	19	32
MHEAR		0.302752293577982	66	152
MHEAR	YES	0.363636363636364	4	7
MHENDO		0.305936073059361	67	152
MHENDO	YES	0.3	3	7
MHEYE		0.304347826086957	63	144
MHEYE	YES	0.318181818181818	7	15
MHGASTRO		0.285714285714286	44	110
MHGASTRO	YES	0.346666666666667	26	49
MHGEN		0.28804347826087	53	131
MHGEN	YES	0.377777777777778	17	28
MHHEPATO		0.306666666666667	69	156
MHHEPATO	YES	0.25	1	3
MHIMMUNE		0.311926605504587	68	150
MHIMMUNE	YES	0.181818181818182	2	9
MHINFECT		0.271794871794872	53	142
MHINFECT	YES	0.5	17	17
MHINJURY		0.309859154929577	66	147
MHINJURY	YES	0.25	4	12
MHINVEST		0.302439024390244	62	143
MHINVEST	YES	0.333333333333333	8	16
MHMETAB	YES	0.333333333333333	33	66
MHMETAB		0.284615384615385	37	93
MHMUSCLE		0.307692307692308	28	63
MHMUSCLE	YES	0.304347826086957	42	96
MHNEOPLA	YES	0.305676855895196	70	159
MHNERV		0.289617486338798	53	130
MHNERV	YES	0.369565217391304	17	29
MHPSYCH		0.290502793296089	52	127
MHPSYCH	YES	0.36	18	32
MHRENAL		0.295302013422819	44	105
MHRENAL	YES	0.325	26	54
MHRESP	YES	0.35	14	26
MHRESP		0.296296296296296	56	133
MHSKIN		0.3125	65	143
MHSKIN	YES	0.238095238095238	5	16
MHSOCIAL		0.313636363636364	69	151
MHSOCIAL	YES	0.111111111111111	1	8
MHSURG		0.309090909090909	51	114
MHSURG	YES	0.296875	19	45
MHVASC	YES	0.28	35	90
MHVASC		0.336538461538462	35	69
